trial,accuracy
394,0.8550000000000001
395,0.8475000000000001
396,0.8625
397,0.8775000000000001
398,0.8775000000000001
399,0.8674999999999999
400,0.8574999999999999
401,0.8700000000000001
402,0.8575000000000002
403,0.85
404,0.875
405,0.8674999999999999
406,0.8699999999999999
407,0.8624999999999998
408,0.8799999999999999
409,0.8699999999999999
410,0.8525
411,0.8549999999999999
412,0.835
413,0.8699999999999999
414,0.8724999999999999
415,0.8474999999999999
416,0.8600000000000001
417,0.8525
418,0.8550000000000001
419,0.8625
420,0.8600000000000001
421,0.865
422,0.845
423,0.8125
424,0.8700000000000001
425,0.8724999999999999
426,0.8225000000000001
427,0.8574999999999999
428,0.8624999999999998
429,0.8649999999999999
430,0.8550000000000001
431,0.8674999999999999
432,0.86
433,0.85
434,0.8674999999999999
435,0.8699999999999999
436,0.845
437,0.865
438,0.8675
439,0.8324999999999999
440,0.8275
441,0.865
442,0.865
443,0.8625
444,0.8474999999999999
445,0.8525
446,0.8549999999999999
447,0.8800000000000001
448,0.86
449,0.86
450,0.865
451,0.8549999999999999
452,0.8625
453,0.8724999999999999
454,0.8550000000000001
455,0.8699999999999999
456,0.8625
457,0.8724999999999999
458,0.8525
459,0.875
460,0.875
461,0.8175000000000001
462,0.86
463,0.8625
464,0.8724999999999999
465,0.86
466,0.8675
467,0.865
468,0.8674999999999999
469,0.8699999999999999
470,0.8674999999999999
471,0.86
472,0.8525
473,0.8675
474,0.865
475,0.8625
476,0.8600000000000001
477,0.85
478,0.8474999999999999
479,0.85
480,0.8575000000000002
481,0.8549999999999999
482,0.8525
483,0.8474999999999999
484,0.8575000000000002
485,0.8724999999999999
486,0.86
487,0.8699999999999999
488,0.8550000000000001
489,0.86
490,0.8575000000000002
491,0.8375
492,0.8699999999999999
493,0.8675
494,0.865
495,0.86
496,0.8675
497,0.8675
498,0.8625
499,0.8375
